n,lf model,hf iter,lf iter,mf iter,mf score,mf mass,mf EI,hf score,hf mass,hf EI,lf score,lf mass,lf EI,hf time,lf time,mf time,sparse
2,equiv_cant,20,50,100,9.158101177,0.060558383,990339.9475,2.435600422,0.104923195,3002392.402,1.898329665,0.156180452,3646774.564,10.68776321,18.23459601,42.88577604,FALSE
2,unit,20,50,100,5.989630395,0.064952776,1444110.549,0.644411648,0.098607592,6469125.217,15.19764551,0.130950806,622405.5528,9.995797873,27.70175123,60.44044518,FALSE
2,equiv_cant,20,50,200,313.3865254,0.107970072,31818.90661,1.104860356,0.117364719,5031457.585,291.4529781,0.128159736,34208.52207,11.17184305,17.00471306,118.4830689,FALSE
2,unit,20,50,200,35.41713942,0.135029229,275617.9271,0.859806691,0.102255247,5689733.883,5.384549602,0.139389901,1601240.077,9.674664259,21.00561285,147.5306482,FALSE
2,equiv_cant,20,100,50,10000000000,0.080888171,nan,0.966261191,0.079125002,5299034.62,0.618613488,0.184094863,6970979.553,9.627104998,39.81109524,59.22862601,FALSE
2,unit,20,100,50,1000000000,0.140666142,nan,1.397233626,0.105863832,4364201.722,0.731445433,0.162874513,6375229.752,10.79313684,55.29806471,19.58694291,FALSE
2,equiv_cant,20,100,100,73.07443151,0.074803951,135135.8153,2.112551341,0.063108115,3279287.155,1.161534588,0.156960501,4988590.876,8.671424866,46.6652391,47.74345613,FALSE
2,unit,20,100,100,1000000000,0.11652931,nan,1.574928657,0.111840585,4059944.147,0.38159941,0.158155427,8173647.62,10.71988082,57.62521482,44.53377295,FALSE
2,equiv_cant,20,100,200,37.0484825,0.099460633,263511.4031,1.165753017,0.082377555,4799902.939,0.950537848,0.156049963,5572620.513,10.042665,54.7581501,161.3883419,FALSE
2,unit,20,100,200,10000000000,0.066252237,nan,0.408940172,0.139644673,7878386.086,0.601299547,0.128602162,6790261.261,11.61113715,40.17543387,122.7783549,FALSE
2,equiv_cant,20,200,50,7.029770459,0.065324334,1255580.092,2.555263314,0.080026678,2877501.894,4.707467126,0.145677869,1797982.545,10.50316405,137.9695048,38.08115625,FALSE
2,equiv_cant,20,200,100,2.261128284,0.127757242,3191450.954,1.016224708,0.116934752,5265125.511,1.702365947,0.158587888,3931160.569,14.10034204,110.5835199,73.15703988,FALSE
2,unit,20,200,100,142.0834119,0.13930789,69957.41494,0.772793573,0.10938692,6011759.049,0.490733873,0.166153154,7549558.783,9.388984919,120.857419,194.539916,FALSE
2,equiv_cant,20,200,200,10000000000,0.061042,nan,1.552809011,0.117371102,4106037.753,92.18887199,0.153482308,107485.9796,9.026391268,113.6876879,319.5892651,FALSE
2,unit,20,200,200,10000000000,0.07600291,nan,0.917325468,0.114483684,5546798.441,1.548004113,0.151438496,4172637.681,10.43738866,111.465663,146.2209301,FALSE
2,equiv_cant,50,100,50,4.319895776,0.067487262,1903888.468,1.714933427,0.143217199,3888453.903,1.336862838,0.141835944,4555752.837,26.62527394,42.25569201,38.2374928,FALSE
2,unit,50,100,50,34.13049142,0.074086878,285254.5813,0.996495696,0.113777142,5311468.344,0.565610486,0.119429653,6914764.58,33.99135423,42.99795604,46.69255924,FALSE
2,equiv_cant,50,100,100,2.925549696,0.118159078,2626470.726,1.880164147,0.074965882,3564810.419,1.493473047,0.13674399,4243169.137,28.94365692,39.05822515,67.90523195,FALSE
2,unit,50,100,100,1.678198771,0.154408795,3962294.841,0.425569043,0.142213854,7792075.091,1.52615237,0.114732599,4146934.565,31.25226307,55.6549859,105.2505469,FALSE
2,equiv_cant,50,100,200,7.328562772,0.0571129,1208977.888,1.966013598,0.124794693,3519616.169,2.826156019,0.123543596,2700795.778,31.58572483,43.04108191,204.5329652,FALSE
2,unit,50,100,200,11.70323022,0.058807811,790862.538,1.251465621,0.087437855,4621012.796,0.446295485,0.147917557,7701917.74,25.57638407,47.74951124,109.9182172,FALSE
2,equiv_cant,50,200,50,1.542590863,0.076189996,4054490.952,1.224868856,0.152221961,4824748.503,2.684251722,0.155805829,2834108.926,28.99186468,109.4688151,158.9931228,FALSE
2,unit,50,200,50,6.941523504,0.07611569,1271389.893,1.379559332,0.086387848,4360772.871,0.387882966,0.168080217,8198046.776,32.24022889,157.1743901,173.8060601,FALSE
2,equiv_cant,50,200,100,448.9671234,0.084302889,22228.01037,0.641257274,0.111583389,6537341.127,1.359942173,0.150292289,4525603.84,34.68212986,137.2493467,221.5334001,FALSE
2,unit,50,200,100,94.65976276,0.049972809,104591.7997,1.910351433,0.097066138,3554563.065,0.643009947,0.13411431,6627363.587,23.5125041,122.414849,135.0183313,FALSE
2,equiv_cant,100,200,50,1000000000,0.111720466,nan,0.914271944,0.125721397,5591119.59,1.004646517,0.17186775,5456195.901,54.22476125,111.839679,186.6438289,FALSE
2,unit,100,200,50,1000000000,0.092190219,nan,1.018049582,0.131575913,5300895.613,5.659896078,0.091648477,1522476.101,50.39672399,153.5208132,57.93673396,FALSE
2,equiv_cant,100,200,100,30.14393912,0.105962591,322185.9515,0.454597923,0.148649444,7657269.912,1.485878161,0.154553687,4289407.208,57.61069489,114.4144652,389.8099861,FALSE
2,unit,100,200,100,8.822978807,0.083777762,1026778.27,0.461646913,0.150766449,7628460.623,8.304535667,0.107673737,1087327.403,74.36255002,120.6615922,64.371562,FALSE
2,equiv_cant,100,200,200,1000000000,0.081506223,nan,0.812192313,0.116698814,5897987.814,233.0501197,0.151773349,42753.61564,74.92412281,119.3734221,319.8273902,FALSE
2,unit,100,200,200,1.368232741,0.072439912,4355793.726,0.512121017,0.134312066,7257900.299,0.555169934,0.166270852,7199947.16,57.52659917,162.833761,141.325438,FALSE
1,unit,10,20,400,4.854284402,0.044670992,1721284.928,1.637595203,0.053561335,3869918.318,2.308709111,0.083742147,3100806.957,5.43953371,10.71430206,26.02121806,TRUE1,equiv_cant,10,20,50,45.96643077036536,0.04129435950751954,213105.400748204,3.171505196518174,0.049648210348613615,2426090.966657481,1.0036941004474509,0.11554644141512463,5296195.958066643,3.8194358348846436,5.639976978302002,7.122856855392456,True
1,unit,10,20,50,3.6832451761890317,0.04235819303900525,2154760.5094258185,2.312296079569736,0.05548232351169607,3070485.67987619,6.474077107547904,0.06384527639260652,1349485.444970342,4.576418876647949,8.10776972770691,12.772261142730713,True
1,equiv_cant,10,20,200,10.328596035484688,0.04380168921197687,886148.1825145469,3.9273187784321886,0.06108879466489203,2054978.9124965041,7.438825202274213,0.09037698264045035,1197827.3970103979,4.560993909835815,6.489235877990723,16.423875093460083,True
1,unit,10,20,200,47.59299540062565,0.031255791611161515,205923.43026656535,3.3444440307426793,0.07434441128245146,2341865.7387820086,8.005627613751098,0.05433486230306941,1117157.0719081135,3.6221189498901367,5.155603885650635,10.37821912765503,True
1,equiv_cant,10,50,50,245.4645456596253,0.028322981529988335,40578.45024293524,3.6724864103011545,0.046495191907298,2161698.8722845,400.2350070716185,0.09472277217735706,24928.934817564346,5.158221006393433,14.376001119613647,9.742921113967896,True
1,unit,10,50,50,10.83347335809477,0.037934724633841246,847778.1567034638,1.5413861547754433,0.09117322478337893,4081277.9483750374,1.6033624040234369,0.07790180548069119,3959673.7346725,4.893148899078369,15.329646110534668,8.9879789352417,True
1,equiv_cant,10,50,100,6.267734851088787,0.06929983697682793,1389190.8422310955,3.7536623030273213,0.051284436694439155,2126583.6741015525,5.514067487473833,0.09025567453499451,1556708.1183570798,4.99226713180542,13.385782957077026,18.262134075164795,True
1,unit,10,50,100,9.95139719767785,0.05232834608481342,917509.572254732,2.033783013776806,0.08326553843198779,3389235.984386545,3.0159245637250613,0.07393899906445879,2536792.6482655653,4.633886098861694,18.684197902679443,10.524867057800293,True
1,equiv_cant,10,50,200,12.056040110509066,0.050865054608854494,768924.674755776,3.8560600594608236,0.053588007013446834,2082260.9461941426,10.51416928194872,0.09374102447311024,875623.9060872502,5.3188087940216064,13.033027172088623,12.897982120513916,True
1,equiv_cant,10,100,50,18.387743334059802,0.04260040072288309,516925.619751679,2.658802211575697,0.06779580400231128,2784734.6579249008,6.161259182850171,0.10932914368484173,1418051.504263591,5.413679122924805,30.531301975250244,22.138118267059326,True
1,unit,10,100,50,16.721954951977008,0.029996135852959474,565228.537095973,2.303854437123408,0.11625823995722898,3137160.2240240313,3.326633318129135,0.0733855932163419,2351144.5010424443,3.867446184158325,44.94249773025513,13.521174907684326,True
1,equiv_cant,10,100,100,23.268756233528922,0.036360699967027926,412670.7153714947,2.236253157439862,0.0845230055640784,3172860.4665118298,1.347431434695806,0.12695959286717642,4503547.314414346,4.258749961853027,31.317368030548096,25.969188690185547,True
1,unit,10,100,100,5.969727644303357,0.06055746197993589,1447351.8144891304,9.131581827317765,0.030818706156600702,990024.2070868819,0.4180008434792542,0.10343377043008632,7607067.151624889,3.5207817554473877,37.80172920227051,8.274487018585205,True
1,equiv_cant,10,100,200,14.686088394404695,0.044582662212128345,639324.6386387532,7.139047639930813,0.05633976258496998,1237209.132353766,1.7044407350579602,0.11615476869393619,3863560.723179214,4.735779047012329,35.040379762649536,18.151462078094482,True
1,unit,10,100,200,13.38665449116051,0.037881917265536844,696923.7228132818,1.549661873623348,0.0819075150500287,4052267.1818038207,0.9022221415565509,0.1116911963956293,5584935.5896506235,4.661007881164551,37.928728103637695,10.611238956451416,True
1,equiv_cant,10,200,50,13.542040197257565,0.04316857961418551,689708.84519256,3.0610446990114935,0.06807001440453077,2504398.547416366,3.4883618024545244,0.11976031732926305,2289062.0794891,4.566646575927734,85.01550197601318,13.651096105575562,True
1,unit,10,200,50,7.780687660038785,0.043707970933699325,1144560.289234721,3.0275744588492053,0.06593464600764656,2524207.2657855577,2.34604848911537,0.10108022894474833,3081694.2411246253,6.075397968292236,99.21651792526245,12.662788152694702,True
1,unit,10,200,100,4.107722820518429,0.05397491424576487,1978729.4866030207,4.804203723765486,0.04770879329891039,1737168.211001878,1.5312789058325689,0.09973446368797842,4112612.472416968,3.7273449897766113,110.59255981445312,19.023799180984497,True
1,equiv_cant,10,200,200,1.937457808679023,0.06250379403632277,3478316.5049138367,1.9462440101855378,0.04554365116966535,3447443.2937956834,4.0032036070665695,0.10521856700702825,2041655.888740411,5.860553026199341,99.96347689628601,26.418359756469727,True
1,unit,10,200,200,6.550466634765682,0.039474825408518696,1331382.0935794446,6.971897379656028,0.05459092805318757,1263055.8209573312,5.106463238397809,0.06624293133901517,1655568.752734678,4.495800018310547,126.00101971626282,20.509713888168335,True
1,equiv_cant,20,50,50,14.73461943225537,0.045739728003859025,637394.1408506123,3.358455023651286,0.08248764330977673,2338652.0781178945,20.760086592006132,0.0929556317151067,461528.5714720065,14.251429080963135,19.84024977684021,13.266394138336182,True
1,unit,20,50,50,13.36697611690626,0.04668326963163612,698309.741752464,2.8809615705343283,0.0828400426616041,2632880.471731736,4.203200888019502,0.048173946154423185,1939854.071137409,8.216361045837402,19.114678144454956,11.287081956863403,True
1,equiv_cant,20,50,100,4.03853443428704,0.06714768289525863,2011511.1738591683,2.4066571459733734,0.048578478891884415,2977893.310847007,3.9379421593397264,0.08618313649592277,2061108.1368461316,7.601390838623047,14.255216121673584,11.872013092041016,True
1,unit,20,50,100,11.073159068972132,0.04535825940453445,831407.1839338603,2.3166357224736633,0.06537806654559189,3075732.8573350185,2.5949388000817084,0.07361363105827644,2839839.980689229,8.080076932907104,16.562903881072998,13.442104816436768,True
1,equiv_cant,20,50,200,3.5265741732198217,0.06231198202721004,2240011.803009387,0.8470481223760873,0.0733853278732491,5638050.271445776,1.4108893786741483,0.12930728185628465,4382923.592338431,10.891656875610352,13.151526927947998,17.632039070129395,True
1,unit,20,50,200,10.27440148655,0.04857950082914197,890803.3650203886,1.0443060839662979,0.08504777773501848,5103972.236940746,708.6843704860997,0.0655990619685755,14092.073663625102,10.282889127731323,17.036432027816772,10.091004371643066,True
1,equiv_cant,20,100,50,4.241502775980448,0.050263204217092794,1926322.193718987,6.04520429183598,0.08535379542619481,1436812.4725033194,7.0231522759736595,0.09990151101236684,1262108.2301500088,7.718202114105225,41.57704281806946,9.982840061187744,True
1,unit,20,100,50,12.109549977389062,0.038430723759899955,765045.426176762,2.5104916221531273,0.06688256772349886,2903930.1041262713,0.9881070631327095,0.11281431850521118,5332500.7674929,8.121664047241211,50.71510410308838,9.466070175170898,True
1,equiv_cant,20,100,100,5.022828701359818,0.06727229165856406,1679104.2367948333,2.2503200574040276,0.08434476456801283,3158584.3460711935,2.6782655093111405,0.10796815356044501,2800887.1540889866,8.185541868209839,32.09445810317993,12.338512897491455,True
1,unit,20,100,100,6.667681429238043,0.046072347693535104,1312058.8963575542,3.970204297223768,0.07441700078947851,2042572.3983726217,0.6906774126020373,0.08001953939781126,6208643.167717613,7.531227111816406,55.98963189125061,11.88473391532898,True
1,equiv_cant,20,100,200,8.457662729302,0.03522383058248896,1061296.348799776,1.1792817920325889,0.09701041982848395,4802448.006291755,4.137120696079664,0.10949653299483511,1989011.0468926227,10.571197986602783,39.27578330039978,51.431401014328,True
1,equiv_cant,20,200,50,4.452500677169639,0.05303833271478432,1852036.2514000696,1.5126678981755985,0.061671642512803035,4079973.5931443977,0.869614876059659,0.12872051195729864,5744173.917844922,8.020386934280396,88.64186501502991,12.943419218063354,True
1,unit,20,200,50,9.74775910609617,0.03668764328248625,933613.4143738693,5.21998946519276,0.08246800842602689,1629322.2061121776,0.9798146114404257,0.10609387175626092,5336974.602568367,7.110158681869507,111.0354118347168,11.220147132873535,True
1,equiv_cant,20,200,100,1.518699259718309,0.05370691738228267,4056807.7345519015,2.30551509266459,0.05280513451017339,3074359.5736012035,3.2743898196806427,0.11190938007490692,2402413.6918099695,8.25779414176941,81.61021113395691,18.69726800918579,True
1,unit,20,200,100,11.265915022500586,0.05093244816407626,818666.7430054176,3.395533153263471,0.0798249080943458,2317116.7817457775,0.6364341924149611,0.09912218025310024,6504860.380253841,7.654315948486328,146.08147621154785,19.359286069869995,True
1,equiv_cant,20,200,200,191.04184649196614,0.04374683672248686,52083.84883994288,3.9769548509901584,0.07734456331550447,2040978.6519462105,1.1167109799276067,0.11577931442717779,4997671.92074449,7.724431991577148,83.96661186218262,13.604676008224487,True
1,unit,20,200,200,22.712162363606854,0.02715896207096093,422208.08798159315,3.438939364664018,0.04914180446090314,2278009.375798483,4.460831223141468,0.07308919254884558,1856065.1091344208,7.790234088897705,119.43865990638733,18.70273518562317,True
1,equiv_cant,50,100,50,1.9367014209831444,0.04458233484220566,3457672.281864219,0.9323517157041388,0.0813781940112421,5402562.42609782,1.7412680033049934,0.12420276148004894,3821074.0184019073,20.30386781692505,32.45338487625122,15.730034351348877,True
1,unit,50,100,50,6.658177413913937,0.05340624116139954,1314963.9578675858,1.4149557306676088,0.09271789423968953,4306191.141636923,1.521389030444337,0.10150468453016549,4132428.897639012,22.11758327484131,41.39578604698181,8.396654844284058,True
1,unit,50,100,100,5.816556429448858,0.033230899586050404,1474203.1701082536,1.858408357527667,0.11012627517422625,3638636.682969852,1.9489507508887984,0.10505177513778823,3516299.307839943,21.405899047851562,46.565268993377686,11.103487968444824,True
1,equiv_cant,50,100,200,6.242391820474364,0.04065589261162761,1388554.1069773308,2.2393701118809983,0.05648064601769886,3141799.3327291645,1.1071201891596398,0.13562817610997044,5072300.538783903,14.856218099594116,39.694013833999634,24.15906596183777,True
1,unit,50,100,200,6.940507556773202,0.04116459330570408,1265928.0710114145,3.1488065770448217,0.05454081259973421,2442440.3727869242,1.2667223292924117,0.10203959712167583,4619614.621294659,19.283354997634888,51.31526303291321,14.484776020050049,True
1,unit,50,200,50,3.6911454566933948,0.04824564701006673,2153826.360660162,0.671057572475407,0.10374138234413355,6380333.504474571,3.3617463131314884,0.09308859220522964,2342656.791378929,28.157093048095703,94.16603422164917,31.652679920196533,True
1,equiv_cant,50,200,100,15.991014200879157,0.037180265576419395,589837.0857093944,2.842115453450621,0.0824124855717713,2659784.5854939446,2.8141114208534663,0.12055619508645504,2707418.5679526096,19.94657588005066,78.63014101982117,9.9931640625,True
1,unit,50,200,100,8.915813390880306,0.058670510527341964,1014492.7512344145,1.4989352332649637,0.062354549119488255,4104111.989834256,0.620349084957756,0.11851030474746865,6658504.3160223905,18.345690965652466,100.30755519866943,12.082180261611938,True
1,equiv_cant,50,200,200,8.836371885209727,0.03453923323035784,1020217.3772045184,2.771533789935346,0.05515576883836192,2690791.9332297216,3.138865489127858,0.11270221345248059,2483754.213450901,20.855101346969604,90.95604515075684,36.69184994697571,True
1,unit,50,200,200,21.44710172955605,0.031356750296828016,446114.9968137474,1.0034323328609591,0.08096196254917179,5201640.636145771,2.511836516677235,0.10043149994119431,2931343.5229592836,21.901077032089233,136.86537098884583,14.831012964248657,True
1,equiv_cant,100,200,100,5.26818133399673,0.046016450031149916,1607157.667224448,1.37781977112408,0.11927279043403233,4427625.409388087,3.123372200677885,0.10002756919792939,2485494.2630956224,44.88913297653198,100.6630437374115,35.40189003944397,True
1,unit,100,200,100,18.202096834327683,0.0552590042415272,522279.45359659445,1.1231415106987432,0.06852376588488981,4867085.386194789,0.8677620070455078,0.09973892347669001,5656034.750301247,55.21546411514282,111.69904804229736,23.80838394165039,True
1,equiv_cant,100,200,200,19.332869640064168,0.037585447884860054,492725.3003854685,0.5624663815347315,0.09427177328736998,6811086.176060388,3.5208573397655747,0.10728788711028645,2265739.8070361866,56.25399613380432,86.24244403839111,60.58587074279785,True
1,unit,100,200,200,4.902512529655635,0.053842107080606535,1709790.307452004,2.1147447651093825,0.08015006237736133,3295332.97840304,2.4151347672692514,0.08280364844347787,3000902.264335526,63.12463402748108,104.96363401412964,44.19964528083801,True
2,equiv_cant,10,20,50,18.3100134444365,0.06186687017670453,519530.54084557015,4.553332743738269,0.07442770220756739,1825182.2077949706,0.43341146143152937,0.1509290654789564,7797377.984726588,5.928559064865112,6.867437839508057,15.396055936813354,True
2,unit,10,20,50,13.102958848624597,0.059544419689509485,712077.5400173318,1.1223225008228395,0.1151842849483423,4982217.926453592,2.977607572013491,0.1056226026066473,2582654.653623802,5.612636089324951,12.080874919891357,8.492172956466675,True
2,equiv_cant,10,20,100,2.6081686153221497,0.06732890707118583,2824188.8433124265,1.0240793869964795,0.14321815581792183,5316713.340799707,70.2742007850707,0.1468027655836188,140592.79937753742,6.104760646820068,8.382566928863525,13.065973043441772,True
2,unit,10,20,100,3.230978753441519,0.05621760956930701,2395346.6211302117,0.7936614200076969,0.1309867924996252,6014405.846192209,5.471105580327522,0.07482211495323031,1563407.884302518,5.138211965560913,11.621387004852295,12.452280044555664,True
2,unit,10,20,200,16.124527346582706,0.06972446256471075,586345.093989387,3.2225775992399215,0.09456705052047744,2422474.4297473063,1.642787884971892,0.08597363890029791,3911117.131549332,5.8539879322052,6.942497968673706,11.05716586112976,True
2,equiv_cant,10,50,50,1.5140508298112918,0.06996863772757207,4091515.42955044,2.3490043379566043,0.08995493201364128,3068379.381351119,3.2991782190969037,0.13077175266790123,2398998.2936013476,6.170785903930664,18.128406047821045,24.787885189056396,True
2,unit,10,50,50,2.174631587885116,0.07892006728341393,3230275.1511085043,1.1684000971548756,0.08625948043284375,4802749.593225486,2.437852483328894,0.11837893051003526,3012525.884265026,4.7983880043029785,17.207725048065186,11.888516902923584,True
2,unit,10,50,100,10.789979823034344,0.05900559799876147,852444.1199997324,1.4303997827958599,0.08620699159712206,4265860.7421475565,1.4416923241589465,0.12111037986066675,4309263.900191165,4.520662069320679,29.061368942260742,9.036343097686768,True
2,equiv_cant,10,50,200,17.509889348009168,0.06489327557987248,542152.4602516737,2.066528699537022,0.10874891614803271,3380914.311525288,2.5053469870462033,0.15289746797476125,2982893.5359389964,5.589226961135864,20.769798278808594,19.99712300300598,True
2,unit,10,50,200,25.32718959135756,0.058301064230472745,380678.4588420368,0.8799952501070787,0.12305131969340702,5691701.269969102,1.265630505709119,0.11067748821809219,4640472.399552738,5.677695989608765,27.68523120880127,15.093455791473389,True
2,equiv_cant,10,100,50,2.115162282742786,0.062494490760098706,3275823.208232255,2.4851926256430894,0.058975667679569445,2918670.978134384,180.4543007602023,0.14658683709355994,55154.851294638946,4.587784767150879,39.98803496360779,41.56188607215881,True
2,unit,10,100,50,3.579572652328388,0.06780540828180927,2216426.3932709116,0.5330087635042856,0.12299914923456616,7092150.22280487,0.8574116991323467,0.1360077488830079,5809211.718464768,5.178796052932739,54.60869097709656,23.48591899871826,True
2,equiv_cant,10,100,100,14.574325837335047,0.05903594403810859,644525.5015389879,3.0570268030142014,0.08940817746013839,2520403.5326362895,36.11952539063173,0.12433001302891863,270305.37068210973,7.5034019947052,43.14672517776489,28.93299698829651,True
2,unit,10,100,100,81.03907864483514,0.0562356857311386,121976.74097479589,1.4404675055381728,0.15843415177278347,4382056.898291977,0.9643123028594478,0.14304571007810404,5490684.361990366,5.6842169761657715,45.21684813499451,19.873719930648804,True
2,equiv_cant,10,200,50,14.408819865213614,0.07837663471129784,652296.8611959917,1.575011151098577,0.08063521746948916,4009018.7951143836,2.1026523054865276,0.15893099974441924,3397060.7137617646,4.905037879943848,112.42034101486206,58.517704010009766,True
2,unit,10,200,50,1.8248935777593318,0.09321056495479592,3660746.8557390575,2.6155257734595168,0.0855895076795084,2832912.338090134,0.62647095603496,0.13613282498464474,6709886.697290973,5.797865867614746,117.57343983650208,127.43175077438354,True
2,unit,10,200,100,6.067683175344108,0.05924537334126369,1426851.5013634334,1.8777937960878972,0.09233511262137287,3590072.995645703,44.20590388554818,0.1094059719457395,221746.70900517318,5.726290941238403,134.27059292793274,13.40579605102539,True
2,equiv_cant,10,200,200,21.43640789133927,0.054695044253425355,446793.32937210944,1.0632362885008784,0.14829819270968572,5222100.924295577,4.522541060161849,0.15409197578889408,1862735.3715822787,5.028807878494263,109.46516108512878,146.66939115524292,True
2,unit,10,200,200,2.15112726130688,0.06412534619515296,3239388.9848422958,2.797748651400145,0.1333061141058294,2728928.042458436,0.32707252810771853,0.18177535232856118,8731358.298510514,5.448514223098755,126.61199903488159,34.52858901023865,True
2,equiv_cant,20,50,50,3.3400202465973394,0.08840064526532523,2352044.8529466377,0.4085195551583102,0.12009762413964692,7761432.617103711,1.439332386256438,0.1692882594530844,4405200.710385251,9.962825775146484,17.790772914886475,20.926718950271606,True
2,unit,20,50,50,8.44289443592517,0.07879235908535463,1067908.0511876252,0.5188353597113706,0.11423937658271989,7119484.976545083,15.964138196729905,0.13263806539073147,594124.1078910513,12.606695890426636,27.903259754180908,15.546933889389038,True
2,equiv_cant,20,50,100,3.2193733431241625,0.06626060266870153,2407832.5402992372,0.6726332124032417,0.12389910192269157,6456886.261062038,2.403292621036349,0.1597103190689269,3083011.025782949,9.696569919586182,20.124747037887573,15.268235206604004,True
2,unit,20,50,100,2.0097485282286387,0.07393199514014757,3406207.3999835267,1.2148389865332605,0.09424880269041706,4715668.343743073,1.945429052234946,0.0783864480887711,3487914.68446911,11.290571928024292,20.376729726791382,13.817409992218018,True
2,equiv_cant,20,50,200,2.0936120323416225,0.0816409957351299,3320085.0467894054,0.7943305880701756,0.14432787853112686,6060596.108229204,93.87520625039313,0.16466220740259194,105584.86492761406,14.75242018699646,17.19497299194336,13.28011703491211,True
2,unit,20,50,200,5.3892800271274535,0.07167157699766369,1582877.4573382367,0.8284387664799554,0.0860226077047902,5739157.060520789,1.4102253174595976,0.11352474416540771,4354072.1486636195,13.827252864837646,26.554057121276855,8.521692991256714,True
2,equiv_cant,20,100,50,2.2868680091626037,0.08943933485800398,3127513.0796075924,1.965223110120212,0.13013062837652623,3527221.797664122,2.7090778601341423,0.14764449317571238,2807858.2328048153,9.891463994979858,42.352641105651855,18.44632887840271,True
2,unit,20,100,50,2.9469999062270618,0.08231748135934955,2587534.731354362,1.4791286582868395,0.14141537890727424,4277684.559611187,3.6096240383196294,0.10061715655090595,2217783.2640781766,9.265367031097412,44.66531300544739,22.541777849197388,True
2,equiv_cant,20,100,100,11.429954917130315,0.06882840343509004,808987.7560043357,0.9402748830940234,0.1221533449536957,5500182.35317125,4.217139609901199,0.14293493054375678,1970752.1930838474,10.959258794784546,52.67056894302368,22.050127029418945,True
2,equiv_cant,20,100,200,10.596823082954723,0.058652838907154795,866688.5466661324,0.961758201997698,0.11423227779193644,5412643.941274562,4.721313508291046,0.13829852304270018,1791146.902958774,8.461036920547485,42.59511709213257,41.491389989852905,True
2,unit,20,100,200,4.774600730193126,0.05945500489001172,1749736.6612589096,1.849576881293972,0.11410817163887362,3655680.6388258236,0.758241625406962,0.14861818657144424,6212633.1903035045,12.217479944229126,55.6921329498291,30.80166721343994,True
2,equiv_cant,20,200,50,49.65005513085038,0.05424042077233322,197644.80634023916,0.647212320917282,0.1505216126021998,6681407.150083548,0.8834540689491609,0.16544603734385455,5820694.557903785,8.749427080154419,108.65045404434204,30.06782817840576,True
2,unit,20,200,50,4.983445462096297,0.05652122723552286,1687215.7638159695,0.4134884882632592,0.15337037126021646,7935764.008998732,0.5614343626914143,0.12068179628927429,6940817.065467451,10.454371690750122,141.1824951171875,35.535922050476074,True
2,equiv_cant,20,200,100,1.9695928957278068,0.0859834529444417,3467876.006935126,0.4586090350073396,0.1274514096475534,7512258.360310405,0.7124342983888836,0.1467860345760298,6387130.641748872,10.04809308052063,121.90280795097351,104.96404933929443,True
2,unit,20,200,100,11.912601840859795,0.06475499552869338,778340.5359968152,1.3923129557657299,0.12196618116509378,4404613.476617044,1.2265249223355266,0.11698704359757245,4740374.705185465,11.368075847625732,115.76990509033203,79.81586384773254,True
2,equiv_cant,20,200,200,2.8071809163168755,0.07210328483996607,2677320.523602033,2.364908382607099,0.07466553953798373,3039289.340318744,1.7737697765525478,0.15809112881026893,3823099.6030921047,8.573452949523926,112.3058660030365,147.79293489456177,True
2,equiv_cant,50,100,50,27.991980861885295,0.07183081531461999,345779.67209356825,0.4888936224839926,0.15592316906301143,7502041.75519094,1.798739992984502,0.17854270546517303,3816506.5079765413,21.10916519165039,35.16347694396973,13.271881103515625,True
2,unit,50,100,50,7.510079508630159,0.05360466584239533,1182525.8380007665,1.7688562788225104,0.125824846260039,3783534.269323767,0.4573678692370544,0.1689937442802026,7761720.610723151,20.34004020690918,45.834450006484985,22.09907293319702,True
2,equiv_cant,50,100,100,38.11321831682098,0.04834381977621404,255984.43944204898,1.154899274356778,0.14076501938916128,4964912.331606604,1.1241041880899056,0.15809926612735933,5086457.255670343,26.3388512134552,37.7581307888031,20.322187900543213,True
2,unit,50,100,100,17.97516994910824,0.03962309183770684,528107.2722840523,0.5151465141817896,0.14054463674010662,7274833.654826175,1.7101620324823865,0.13566454618675106,3884253.161337784,26.929060220718384,35.50006103515625,26.298223972320557,True
2,equiv_cant,50,100,200,11.720915988109077,0.054462842795513514,789486.99255244,1.34888685704456,0.14105848311909158,4529337.569034059,1.4287094804401792,0.14107890943495707,4371335.182675863,21.944117069244385,42.672449827194214,35.03816103935242,True
2,unit,50,100,200,11.421354014564997,0.04554312185108451,808027.8606945554,0.5015103922316131,0.12527759580545522,7266212.537565081,0.5052602399530874,0.16349690417386054,7452879.157852765,34.03789496421814,64.60404205322266,22.993895053863525,True
2,equiv_cant,50,200,50,98.46257954135986,0.06341167043140647,100604.46394264762,1.2685001769021544,0.08523384562992137,4580293.231642884,2.4458764751006394,0.15387781712264284,3037668.310029682,28.256673097610474,109.10086393356323,123.59693312644958,True
2,equiv_cant,50,200,100,10.127115499437586,0.08580140933215029,905689.2973420075,1.8704966159503404,0.10383222938897432,3614460.810126959,2.078292539100585,0.1467613342415952,3411186.612451909,27.35076093673706,126.83566379547119,75.56494688987732,True
2,unit,50,200,100,32.91602940424465,0.06410110909699236,295404.1469310747,0.6803710137147335,0.10354888192563448,6341869.382980925,1.5200664136570905,0.13014095984227053,4184230.9282232686,20.417527198791504,93.81287693977356,63.80284309387207,True
