1,equiv_cant,10,20,1.464774604,0.728337216,5758917.696,3.708460585,2512484.934,1.464774604,0.728337216,5758917.696,3.708460585,2512484.934,6.479575178,0.77798246,1492182.593,3.321222091,2822275.951,6.42210722,8.350581884,0.79598403
1,unit,10,20,3.975467679,0.314519606,2145486.25,17.85366023,539399.3283,5.234226288,0.298008523,1684574.319,19.82349785,487199.1035,7.274694364,0.602933948,1303481.79,5.179912155,1793085.723,4.55703187,8.081201077,0.750183821
1,equiv_cant,10,50,3.27546632,0.570591606,2699146.603,5.731160911,1623226.605,3.053125776,0.641833352,2931440.274,4.626538339,2006136.777,156.5847283,0.766236935,63767.99006,3.405555096,2747767.455,4.884218931,12.769979,4.741318226
1,unit,10,50,20.65794364,0.323414658,468723.73,16.91390715,568488.9154,2.379152858,0.408630641,3366411.45,10.77005613,880171.2435,1.960585487,0.854131159,4747313.943,2.863541808,3322909.755,5.625684977,21.48748803,1.186743021
1,equiv_cant,10,100,4.990073957,0.238097046,1738532.709,30.68261226,318020.4857,4.405571704,0.271557426,1947793.57,23.74940064,408532.7254,3.589093156,0.841261632,2668209.587,2.931296375,3236209.568,4.092789888,31.06908083,4.616106033
1,unit,10,100,5.684924547,0.573062757,1636162.653,5.685657883,1635966.36,5.684924547,0.573062757,1636162.653,5.685657883,1635966.36,1.402710255,0.87906618,6563212.605,2.741737945,3493240.17,5.503801107,34.32884479,2.591084242
1,equiv_cant,10,200,2.968123152,0.334892451,2752371.326,15.80901136,607012.7366,2.968123152,0.334892451,2752371.326,15.80901136,607012.7366,147.038644,0.888758243,67957.91889,2.697533946,3560270.045,4.026303291,80.93085885,6.890302896
1,unit,10,200,3.216814894,0.363194723,2594962.543,13.51388595,706679.2597,3.557540979,0.355483829,2379786.767,14.08576107,678873.8483,84.22464902,0.602578092,118172.4802,5.185488745,1791180.375,4.388652086,112.847399,9.453469992
1,equiv_cant,20,50,1.712009367,0.565321602,4658339.31,5.830235529,1596191.124,1.55551731,0.590287163,5088462.548,5.384480865,1725865.671,1.437812419,0.925079559,6610552.504,2.545979893,3815482.745,10.04566503,15.54798698,4.940464258
1,unit,20,50,2.302762247,0.641915872,3758202.688,4.62547345,2006598.669,2.302762247,0.641915872,3758202.688,4.62547345,2006598.669,1.739918994,0.780351532,5103166.997,3.304712092,2837394.14,8.018322945,21.12110496,1.380209208
1,equiv_cant,20,100,3.157712523,0.525137209,2752867.907,6.687873486,1396114.504,2.215038886,0.54912971,3751065.524,6.152964986,1514271.568,269.7464572,0.730282276,37034.81839,3.691672762,2524366.138,9.534961939,33.948241,3.729144812
1,unit,20,100,3.711204025,0.407394554,2323522.932,10.83287091,875237.0307,3.558477436,0.377558235,2391818.526,12.53969412,759755.11,12.72714416,0.643641224,764321.3019,4.603305646,2016265.446,10.61807489,44.46449614,2.719811916
